timestamp,load_pu,ambient_temp_c,oil_temp_top_c,oil_temp_bottom_c,winding_hotspot_c,voltage_hv_kv,voltage_lv_kv,current_hv_a,current_lv_a,h2_ppm,ch4_ppm,c2h2_ppm,c2h4_ppm,c2h6_ppm,co_ppm,co2_ppm,vibration_rms_mm_s,partial_discharge_pc,oltc_position,fault_label
2025-12-05 16:00:00,0.5652,10.93,26.18,20.08,31.75,132.351,33.034,61.64,246.97,28.78,19.53,1.37,14.81,15.01,388.01,3465.87,1.504,51.6,8,0
2025-12-05 17:00:00,0.567,13.27,28.6,22.47,34.97,132.482,33.194,61.77,246.54,30.92,17.07,0.8,15.29,12.94,414.66,3446.28,1.354,157.4,8,0
2025-12-05 18:00:00,0.5317,13.38,27.21,21.67,31.47,132.364,32.778,57.98,234.12,30.05,19.88,0.79,15.54,11.21,370.08,3437.75,1.42,118.0,8,0
2025-12-05 19:00:00,0.5015,12.34,24.94,19.9,29.0,133.038,33.029,54.41,219.17,31.56,23.13,0.91,14.38,13.84,415.77,3427.34,1.497,85.4,8,0
2025-12-05 20:00:00,0.4927,12.74,24.98,20.08,28.06,132.658,33.566,53.61,211.86,29.72,18.32,1.44,13.58,11.13,378.63,3477.32,1.388,12.3,8,0
2025-12-05 21:00:00,0.5212,13.71,27.11,21.75,31.41,133.769,32.868,56.24,228.88,28.3,21.83,0.98,15.94,8.08,409.98,3571.7,1.583,56.8,8,0
2025-12-05 22:00:00,0.5128,12.09,25.14,19.92,31.67,134.046,33.225,55.21,222.76,30.61,13.1,1.37,15.96,10.14,392.98,3581.04,1.775,13.4,8,0
2025-12-05 23:00:00,0.4317,9.8,19.71,15.75,23.5,130.84,33.138,47.62,188.02,27.29,18.43,0.95,19.19,8.46,404.94,3460.04,1.353,21.7,8,0
2025-12-06 00:00:00,0.4248,10.78,20.44,16.58,23.3,130.55,32.957,46.97,186.05,31.75,16.21,1.36,16.51,11.44,431.37,3474.9,1.37,7.9,8,0
2025-12-06 01:00:00,0.3658,8.15,15.75,12.71,17.54,131.995,33.059,40.0,159.73,29.18,22.5,1.12,16.54,11.75,387.56,3500.65,1.258,82.0,8,0
2025-12-06 02:00:00,0.4203,9.95,19.44,15.65,22.41,132.333,33.463,45.84,181.28,30.65,21.79,1.17,16.46,9.63,385.11,3519.54,1.387,124.0,8,0
2025-12-06 03:00:00,0.3734,7.22,15.07,11.93,17.55,131.95,33.146,40.84,162.58,30.7,17.96,0.57,13.64,10.73,401.3,3547.75,1.093,44.9,8,0
2025-12-06 04:00:00,0.3936,4.93,13.48,10.06,15.78,132.464,33.187,42.89,171.18,34.85,20.61,0.53,12.5,9.88,423.0,3468.88,1.562,31.0,8,0
2025-12-06 05:00:00,0.4182,4.1,13.52,9.75,16.92,131.822,33.423,45.79,180.62,31.19,22.43,1.32,13.01,11.82,402.81,3484.78,1.209,46.2,8,0
2025-12-06 06:00:00,0.5231,2.12,15.59,10.2,19.48,131.542,32.924,57.4,229.34,30.26,22.74,1.32,16.4,10.74,400.79,3609.19,1.341,14.2,8,0
2025-12-06 07:00:00,0.4753,2.41,13.97,9.34,17.04,131.642,32.724,52.11,209.65,27.96,19.22,1.73,17.86,13.53,402.66,3478.53,1.45,11.0,8,0
2025-12-06 08:00:00,0.4506,4.35,14.96,10.72,18.71,131.868,33.467,49.32,194.32,32.45,15.61,0.56,16.49,12.27,385.05,3454.85,1.632,4.1,8,0
2025-12-06 09:00:00,0.5213,5.74,19.14,13.78,22.82,132.557,33.036,56.77,227.78,29.23,18.23,1.15,14.69,14.42,402.81,3493.97,1.333,124.0,8,0
2025-12-06 10:00:00,0.499,4.73,17.23,12.23,22.04,131.679,33.236,54.7,216.71,25.46,21.56,0.69,18.37,11.33,394.23,3507.07,1.422,9.0,8,0
2025-12-06 11:00:00,0.5087,4.71,17.59,12.44,21.98,131.809,32.799,55.7,223.86,29.46,24.23,0.78,14.13,15.23,419.96,3377.55,1.498,108.4,8,0
2025-12-06 12:00:00,0.5591,5.4,20.39,14.4,24.25,132.376,33.103,60.97,243.8,30.62,19.92,0.85,12.72,12.02,412.09,3465.32,1.379,10.1,8,0
2025-12-06 13:00:00,0.5357,6.08,20.08,14.48,25.05,131.869,32.71,58.64,236.38,27.59,18.82,1.12,15.53,11.22,380.27,3534.42,1.45,17.5,8,0
2025-12-06 14:00:00,0.5402,10.39,24.58,18.91,28.2,132.737,33.017,58.74,236.17,29.69,24.83,0.8,17.6,15.63,395.88,3661.18,1.232,87.3,8,0
2025-12-06 15:00:00,0.5238,9.44,22.94,17.54,28.16,131.393,32.829,57.54,230.3,29.83,20.84,1.01,13.33,9.27,408.04,3458.51,1.383,10.6,8,0
2025-12-06 16:00:00,0.52,12.95,26.3,20.96,30.69,131.25,32.768,57.18,229.04,29.87,17.58,1.25,11.61,11.19,385.4,3562.01,1.645,7.9,8,0
2025-12-06 17:00:00,0.505,13.26,26.0,20.91,39.72,132.201,32.92,55.14,221.43,33.75,19.79,1.34,15.1,9.52,383.93,3515.16,1.575,18.5,8,0
2025-12-06 18:00:00,0.4137,10.92,20.18,16.48,23.95,132.267,32.395,45.14,184.31,26.11,22.03,1.21,16.56,9.26,393.19,3593.63,1.34,126.1,8,0
2025-12-06 19:00:00,0.4698,12.5,23.84,19.31,26.75,131.429,32.694,51.59,207.39,36.14,19.89,1.14,9.09,8.91,405.29,3451.32,1.283,30.8,8,0
2025-12-06 20:00:00,0.3983,12.67,21.38,17.89,22.46,132.887,33.207,43.26,173.13,29.94,21.62,0.96,16.98,12.94,415.68,3589.08,1.367,6.3,8,0
2025-12-06 21:00:00,0.364,13.08,20.63,17.61,22.28,133.27,33.092,39.42,158.77,31.78,16.82,0.83,12.29,10.02,403.61,3612.99,1.162,31.6,8,0
2025-12-06 22:00:00,0.3879,12.6,20.96,17.62,22.54,131.586,32.716,42.55,171.14,30.42,17.16,1.16,16.47,11.63,437.06,3616.4,1.364,100.5,8,0
2025-12-06 23:00:00,0.3787,14.87,22.9,19.69,26.8,132.982,33.145,41.1,164.91,24.86,18.56,0.69,11.03,13.35,389.97,3615.02,1.328,118.6,8,0
2025-12-07 00:00:00,0.3475,9.71,16.71,13.91,18.76,130.428,32.768,38.46,153.08,26.87,19.47,1.04,12.07,12.71,411.23,3516.1,1.307,82.0,8,0
2025-12-07 01:00:00,0.3904,9.81,18.25,14.87,21.58,132.71,33.191,42.46,169.76,28.47,20.7,0.68,16.26,12.64,383.49,3547.63,1.374,59.1,8,0
2025-12-07 02:00:00,0.3281,8.9,15.29,12.74,16.89,131.434,32.969,36.03,143.63,33.02,21.3,0.99,17.45,13.84,424.29,3467.27,1.445,68.9,7,0
2025-12-07 03:00:00,0.3646,6.99,14.56,11.53,16.67,132.644,32.914,39.68,159.89,25.89,24.96,0.69,15.0,14.43,420.52,3323.0,1.227,16.7,7,0
2025-12-07 04:00:00,0.3728,5.9,13.73,10.6,16.07,131.366,32.976,40.96,163.17,27.47,18.55,0.88,19.81,10.14,410.8,3521.3,1.53,89.0,7,0
2025-12-07 05:00:00,0.4065,3.71,12.71,9.11,16.4,131.955,33.676,44.47,174.25,30.54,19.4,0.8,12.98,12.74,374.08,3487.95,1.572,4.5,7,0
2025-12-07 06:00:00,0.4368,4.06,14.16,10.12,17.66,131.465,32.8,47.96,192.22,31.46,18.61,0.76,12.95,11.61,410.66,3577.88,1.748,42.3,7,0
2025-12-07 07:00:00,0.4202,3.97,13.46,9.66,15.62,131.859,33.06,46.0,183.46,31.37,22.19,0.98,14.42,11.8,387.84,3569.79,1.455,2.9,7,0
2025-12-07 08:00:00,0.4942,3.62,15.92,11.0,21.37,133.208,33.206,53.55,214.8,27.09,22.3,0.27,14.32,9.75,406.93,3415.86,1.668,76.8,7,0
2025-12-07 09:00:00,0.4948,4.03,16.36,11.43,20.29,131.929,32.746,54.14,218.11,25.25,19.14,0.46,15.59,11.22,378.31,3687.97,1.594,65.2,7,0
2025-12-07 10:00:00,0.4538,5.37,16.1,11.81,19.24,133.393,32.579,49.1,201.04,31.66,24.16,1.24,13.54,11.38,404.18,3531.89,1.455,8.4,7,0
2025-12-07 11:00:00,0.4653,5.69,16.86,12.39,18.28,131.745,32.841,50.98,204.5,34.34,18.61,1.05,16.16,14.16,394.82,3398.1,1.25,82.6,7,0
2025-12-07 12:00:00,0.5322,5.86,19.71,14.17,25.03,132.985,33.2,57.76,231.36,29.01,22.09,0.79,16.11,10.28,388.45,3409.31,1.6,224.6,7,0
2025-12-07 13:00:00,0.5288,5.82,19.53,14.05,24.37,130.927,32.91,58.3,231.93,26.61,22.94,1.29,18.25,8.44,409.01,3326.62,1.5,62.6,7,0
2025-12-07 14:00:00,0.5294,7.69,21.42,15.93,26.27,131.811,32.939,57.98,232.0,28.75,17.31,0.81,14.04,12.01,399.36,3561.93,1.733,44.4,7,0
2025-12-07 15:00:00,0.5232,9.36,22.84,17.45,27.17,131.646,33.24,57.36,227.19,31.22,21.19,0.83,15.69,10.13,397.05,3458.69,1.573,18.8,7,0
2025-12-07 16:00:00,0.5173,11.04,24.28,18.98,28.37,133.015,32.787,56.13,227.73,29.34,14.58,0.77,16.23,11.81,411.18,3433.61,1.617,116.0,7,0
2025-12-07 17:00:00,0.5214,11.35,24.75,19.39,29.07,132.122,32.977,56.96,228.2,34.26,21.68,1.57,15.01,13.01,428.69,3449.33,1.374,58.5,7,0
2025-12-07 18:00:00,0.4391,11.68,21.87,17.79,25.51,130.622,32.6,48.52,194.41,32.82,17.83,1.07,14.6,11.87,404.26,3476.8,1.456,28.7,7,0
2025-12-07 19:00:00,0.4153,11.93,21.24,17.52,24.69,131.135,33.085,45.71,181.17,30.6,21.17,1.06,10.89,11.37,373.04,3546.9,1.119,82.9,7,0
2025-12-07 20:00:00,0.3956,11.64,20.26,16.81,22.73,131.332,33.061,43.48,172.73,24.18,21.54,1.14,15.19,11.78,376.75,3369.29,1.481,43.8,7,0
2025-12-07 21:00:00,0.4166,12.88,22.24,18.5,25.95,132.616,33.21,45.34,181.06,27.97,22.27,0.45,16.21,13.29,401.16,3415.26,1.591,19.4,7,0
2025-12-07 22:00:00,0.4277,11.15,20.91,17.01,23.96,132.531,32.698,46.58,188.79,28.4,21.81,0.82,14.91,10.28,415.52,3538.05,1.623,5.3,7,0
2025-12-07 23:00:00,0.3639,10.82,18.36,15.35,20.21,131.802,32.949,39.85,159.4,27.8,20.14,1.14,13.46,13.11,402.15,3453.32,1.329,22.9,7,0
2025-12-08 00:00:00,0.3591,10.35,17.73,14.78,20.08,131.638,32.662,39.37,158.68,30.61,19.27,1.0,11.66,10.51,407.8,3547.43,1.107,133.3,7,0
2025-12-08 01:00:00,0.3796,8.2,16.27,13.04,17.63,132.473,32.935,41.36,166.36,30.68,19.88,1.66,15.93,12.92,399.25,3461.05,1.309,30.9,7,0
2025-12-08 02:00:00,0.4091,8.62,17.72,14.08,20.75,131.255,33.391,44.99,176.85,25.02,17.8,0.84,15.09,9.7,414.56,3626.84,1.393,26.4,7,0
2025-12-08 03:00:00,0.4274,7.69,17.44,13.54,19.31,132.302,32.915,46.63,187.41,32.46,19.61,1.29,17.8,12.83,409.38,3517.55,1.475,48.0,7,0
2025-12-08 04:00:00,0.4478,5.2,15.7,11.5,18.29,132.246,32.639,48.87,198.01,30.09,19.45,1.24,12.12,11.86,384.83,3598.95,1.119,25.0,7,0
2025-12-08 05:00:00,0.4819,4.27,16.09,11.36,18.42,131.819,32.821,52.76,211.92,31.12,18.46,1.04,14.08,12.16,406.84,3542.27,1.425,18.3,7,0
2025-12-08 06:00:00,0.4955,4.45,16.81,11.86,20.84,132.262,32.575,54.07,219.55,32.28,16.55,1.1,12.38,13.45,376.99,3547.12,1.292,1.5,7,0
2025-12-08 07:00:00,0.5622,2.7,17.82,11.77,24.48,132.067,32.658,61.44,248.47,27.74,17.48,0.92,17.07,10.78,406.85,3440.66,1.698,43.9,7,0
2025-12-08 08:00:00,0.5363,2.46,16.49,10.88,21.28,132.328,33.177,58.5,233.33,33.82,13.73,0.41,17.5,11.98,395.89,3594.25,1.118,12.3,7,0
2025-12-08 09:00:00,0.5548,4.61,19.42,13.5,25.17,131.119,32.618,61.08,245.52,29.62,19.42,1.11,18.87,12.47,402.54,3518.12,1.629,0.9,7,0
2025-12-08 10:00:00,0.6158,4.8,22.29,15.29,30.62,132.406,33.082,67.13,268.67,34.58,20.75,1.13,16.06,11.57,404.99,3424.55,1.484,29.9,7,0
2025-12-08 11:00:00,0.5713,5.31,20.82,14.62,26.69,132.678,33.007,62.15,249.81,27.36,14.67,1.18,16.6,13.09,404.35,3332.06,1.179,19.1,7,0
2025-12-08 12:00:00,0.639,6.67,25.23,17.81,31.56,132.212,32.86,69.76,280.68,34.36,20.51,1.02,15.89,12.51,421.39,3512.05,1.771,16.2,7,0
2025-12-08 13:00:00,0.6338,4.97,23.29,15.96,29.62,132.397,33.06,69.1,276.71,27.33,19.79,1.29,16.17,11.15,400.64,3621.49,1.719,11.5,7,0
2025-12-08 14:00:00,0.6229,9.6,27.42,20.29,34.01,131.927,32.752,68.15,274.5,37.69,17.68,0.74,15.12,13.91,402.96,3428.29,1.699,21.3,7,0
2025-12-08 15:00:00,0.665,9.93,29.71,21.8,36.72,132.588,33.222,72.39,288.9,27.19,19.17,1.44,16.26,12.86,420.08,3425.6,1.546,8.7,7,0
2025-12-08 16:00:00,0.5828,11.76,27.77,21.37,33.1,132.043,32.816,63.7,256.32,33.21,22.13,0.71,19.3,10.75,428.58,3475.56,1.391,32.1,7,0
2025-12-08 17:00:00,0.6425,12.17,30.89,23.4,38.7,131.242,32.898,70.66,281.9,28.96,18.08,0.97,15.46,10.74,399.86,3588.96,1.531,41.5,7,0
2025-12-08 18:00:00,0.5498,12.62,27.22,21.38,33.18,132.541,32.867,59.88,241.47,32.19,20.19,1.21,15.07,11.69,392.45,3353.92,1.557,26.9,7,0
2025-12-08 19:00:00,0.4924,12.8,25.03,20.14,27.84,130.921,33.182,54.29,214.19,29.92,20.73,0.85,15.42,12.69,393.19,3448.85,1.365,93.3,7,0
2025-12-08 20:00:00,0.5069,13.61,26.43,21.3,30.14,132.187,33.144,55.35,220.76,26.77,18.39,1.23,14.72,8.7,406.89,3420.41,1.325,11.7,7,0
2025-12-08 21:00:00,0.4484,12.76,23.29,19.08,26.34,131.746,32.308,49.13,200.34,21.65,22.05,0.9,15.51,10.82,397.08,3545.84,1.498,10.5,7,0
2025-12-08 22:00:00,0.4375,13.44,23.56,19.52,27.3,131.704,33.067,47.94,190.95,37.57,20.84,1.04,14.66,11.15,373.89,3489.45,1.448,5.4,7,0
2025-12-08 23:00:00,0.456,10.19,21.01,16.68,25.46,132.114,32.539,49.82,202.28,30.26,19.53,0.95,17.31,9.86,416.98,3473.15,1.567,75.8,7,0
2025-12-09 00:00:00,0.4516,10.16,20.81,16.55,26.44,131.532,32.91,49.56,198.06,21.21,24.76,0.83,17.11,10.48,412.36,3486.47,1.654,38.1,7,0
2025-12-09 01:00:00,0.4128,11.54,20.77,17.08,23.3,132.338,32.971,45.03,180.73,30.95,22.06,1.68,19.35,12.22,417.33,3563.66,1.535,0.1,7,0
2025-12-09 02:00:00,0.4645,7.58,18.72,14.26,22.06,132.037,32.907,50.78,203.76,32.11,16.66,0.75,14.97,11.28,420.29,3590.6,1.259,41.6,7,0
2025-12-09 03:00:00,0.4796,6.67,18.4,13.71,22.78,131.593,33.132,52.61,208.95,27.9,19.25,0.32,15.6,11.4,402.99,3582.85,1.438,117.6,7,0
2025-12-09 04:00:00,0.5039,4.82,17.51,12.44,21.28,132.883,33.19,54.73,219.13,27.92,24.97,0.76,15.52,9.95,404.04,3546.91,1.51,75.3,7,0
2025-12-09 05:00:00,0.4974,5.01,17.44,12.46,21.53,132.135,32.796,54.33,218.91,29.98,18.07,1.04,15.42,11.7,415.23,3611.59,1.57,52.5,7,0
2025-12-09 06:00:00,0.5465,3.14,17.59,11.81,22.34,132.416,32.786,59.57,240.61,33.65,20.17,0.89,17.28,9.76,381.91,3426.35,1.602,39.6,7,0
2025-12-09 07:00:00,0.4751,3.19,14.74,10.12,16.48,132.935,32.991,51.58,207.86,30.34,22.49,1.31,11.77,14.21,394.84,3531.89,1.429,49.5,7,0
2025-12-09 08:00:00,0.5479,4.05,18.56,12.76,23.76,132.924,32.592,59.49,242.62,34.43,21.34,1.3,15.94,14.63,399.24,3688.77,1.4,64.5,7,0
2025-12-09 09:00:00,0.5555,2.68,17.51,11.58,22.61,132.383,32.874,60.57,243.9,33.44,21.63,0.91,19.01,11.31,413.96,3353.94,1.629,4.4,7,0
2025-12-09 10:00:00,0.6058,4.66,21.71,14.89,28.96,131.8,33.356,66.34,262.14,29.36,21.51,0.5,17.75,10.33,392.05,3458.14,1.56,6.1,7,0
2025-12-09 11:00:00,0.601,5.49,22.32,15.59,28.46,131.056,32.602,66.19,266.06,25.33,20.08,0.62,17.52,13.3,389.45,3418.01,1.543,94.5,7,0
2025-12-09 12:00:00,0.6231,6.76,24.59,17.46,30.18,132.136,32.91,68.07,273.29,29.36,18.45,0.99,16.71,12.91,393.67,3523.98,1.406,58.8,7,0
2025-12-09 13:00:00,0.688,7.05,27.94,19.58,35.78,132.722,32.844,74.82,302.35,31.62,20.9,0.53,13.83,14.83,407.18,3615.91,1.859,12.5,7,0
2025-12-09 14:00:00,0.623,11.45,29.27,22.14,34.19,132.234,33.529,68.0,268.2,30.22,19.23,0.89,13.52,15.23,399.11,3543.89,1.549,32.9,7,0
2025-12-09 15:00:00,0.6305,10.55,28.72,21.45,34.51,129.727,32.858,70.15,276.98,31.95,19.07,1.43,13.54,8.98,378.37,3483.5,1.502,86.3,7,0
2025-12-09 16:00:00,0.5953,11.03,27.6,20.97,34.13,132.574,32.873,64.81,261.36,32.63,23.0,1.11,12.75,13.75,381.33,3544.54,1.535,111.1,7,0
2025-12-09 17:00:00,0.5838,10.86,26.93,20.5,32.52,132.615,32.728,63.54,257.46,31.64,19.27,1.02,16.92,11.68,402.18,3477.71,1.472,1.7,7,0
2025-12-09 18:00:00,0.5576,12.44,27.36,21.39,33.38,131.801,33.002,61.06,243.86,29.22,23.45,0.69,17.96,12.84,402.68,3516.44,1.285,88.5,7,0
2025-12-09 19:00:00,0.545,14.46,28.85,23.09,32.32,132.652,33.071,59.3,237.85,31.6,20.55,1.06,15.89,13.18,400.55,3550.38,1.517,33.0,7,0
2025-12-09 20:00:00,0.5406,14.91,29.12,23.44,33.89,132.414,32.766,58.93,238.13,36.75,19.72,0.92,16.63,13.12,393.07,3641.12,1.253,41.4,7,0
2025-12-09 21:00:00,0.5309,14.51,28.31,22.79,32.72,131.548,33.261,58.26,230.4,25.58,16.4,1.07,15.61,13.52,411.95,3536.85,1.481,50.9,7,0
2025-12-09 22:00:00,0.4701,13.32,24.68,20.13,29.2,132.839,33.072,51.08,205.17,31.51,24.27,1.22,16.16,11.18,405.67,3518.31,1.196,29.8,7,0
2025-12-09 23:00:00,0.4626,10.48,21.55,17.13,25.73,131.163,33.225,50.91,200.96,35.54,20.02,1.27,10.79,10.59,405.16,3663.73,1.108,85.8,7,0
2025-12-10 00:00:00,0.4012,11.16,19.97,16.44,23.22,131.962,32.913,43.88,175.94,26.52,15.49,1.04,15.65,13.8,405.69,3344.42,1.493,33.2,7,0
2025-12-10 01:00:00,0.4297,8.22,18.06,14.12,22.43,131.896,33.064,47.02,187.57,33.05,22.01,1.16,14.17,10.71,424.1,3493.54,1.249,68.9,7,0
2025-12-10 02:00:00,0.4639,6.68,17.8,13.35,21.17,131.455,32.944,50.94,203.26,33.45,19.93,0.85,14.94,14.81,384.77,3441.6,1.497,39.3,7,0
2025-12-10 03:00:00,0.4717,7.11,18.53,13.97,23.38,132.201,33.385,51.5,203.93,25.61,18.17,1.34,15.47,10.87,393.82,3481.83,1.461,22.3,7,0
2025-12-10 04:00:00,0.468,6.19,17.47,12.96,20.35,132.865,33.031,50.84,204.49,32.18,21.9,0.74,13.59,11.45,395.09,3549.22,1.456,4.6,7,0
2025-12-10 05:00:00,0.5089,5.54,18.43,13.27,21.97,132.824,33.002,55.3,222.57,29.23,14.94,0.94,12.87,11.73,419.0,3579.35,1.36,0.1,7,0
2025-12-10 06:00:00,0.5212,4.34,17.73,12.37,22.95,132.478,32.879,56.78,228.79,29.86,18.61,1.37,13.53,9.71,394.53,3459.27,1.441,12.6,7,0
2025-12-10 07:00:00,0.5683,3.87,19.26,13.1,23.54,130.881,32.864,62.68,249.61,29.07,19.44,0.86,12.13,9.71,388.25,3554.43,1.386,24.3,7,0
2025-12-10 08:00:00,0.5669,2.18,17.51,11.38,23.43,131.118,33.063,62.4,247.47,33.98,21.74,0.6,12.71,13.38,398.55,3429.09,1.625,25.2,7,0
2025-12-10 09:00:00,0.5716,3.23,18.76,12.55,24.4,132.11,33.216,62.46,248.4,29.71,24.51,0.88,12.99,9.44,401.7,3398.47,1.413,69.3,7,0
2025-12-10 10:00:00,0.6131,2.33,19.7,12.75,26.95,131.977,32.819,67.05,269.64,28.66,19.54,1.42,12.15,15.8,418.08,3506.57,1.469,176.9,7,0
2025-12-10 11:00:00,0.531,2.63,16.43,10.91,21.18,131.671,33.033,58.21,232.02,28.71,20.95,0.32,16.08,11.88,394.44,3483.42,1.577,20.8,7,0
2025-12-10 12:00:00,0.6404,6.41,25.03,17.58,32.05,133.258,33.049,69.36,279.69,29.02,25.53,1.03,13.22,10.47,389.82,3620.15,1.427,27.3,7,0
2025-12-10 13:00:00,0.5229,6.12,19.59,14.2,24.64,132.07,33.095,57.14,228.04,26.81,20.04,0.81,11.3,12.65,386.49,3671.18,1.193,71.0,7,0
2025-12-10 14:00:00,0.5772,9.04,24.81,18.5,29.95,132.358,32.549,62.94,255.96,28.63,20.97,0.95,14.22,8.32,394.97,3452.23,1.329,64.2,7,0
2025-12-10 15:00:00,0.6325,10.57,28.83,21.53,35.06,132.652,32.756,68.82,278.7,30.4,17.56,0.9,12.8,11.52,438.59,3355.99,1.675,72.8,7,0
2025-12-10 16:00:00,0.6174,10.05,27.61,20.59,34.47,132.036,32.639,67.49,273.0,31.26,23.95,1.29,17.94,11.71,405.87,3391.54,1.521,8.7,7,0
2025-12-10 17:00:00,0.5474,12.29,26.79,20.99,31.86,133.71,33.009,59.1,239.38,33.66,18.61,1.02,15.29,10.12,409.11,3434.06,1.518,31.2,7,0
2025-12-10 18:00:00,0.5368,11.84,25.88,20.26,30.46,131.379,32.762,58.98,236.51,30.77,20.57,1.31,12.08,11.07,400.13,3517.5,1.513,3.6,7,0
2025-12-10 19:00:00,0.5734,11.15,26.76,20.52,32.28,131.6,32.869,62.89,251.81,28.62,20.51,1.39,16.16,14.31,402.2,3480.02,1.755,39.7,7,0
2025-12-10 20:00:00,0.4919,13.29,25.5,20.62,30.89,131.378,32.685,54.04,217.23,27.01,20.21,1.01,15.19,12.29,411.94,3400.24,1.135,1.0,7,0
2025-12-10 21:00:00,0.5496,12.53,27.11,21.28,31.89,133.031,32.894,59.63,241.17,30.93,19.17,0.89,14.55,12.62,408.58,3643.81,1.456,39.9,7,0
2025-12-10 22:00:00,0.4615,12.06,23.09,18.68,26.33,132.529,32.703,50.27,203.71,29.69,20.52,1.12,18.17,10.84,405.38,3553.95,1.435,34.2,7,0
2025-12-10 23:00:00,0.458,13.68,24.57,20.21,26.77,131.641,33.2,50.21,199.1,29.79,23.55,1.17,13.07,10.03,400.38,3641.64,1.426,14.1,7,0
2025-12-11 00:00:00,0.485,9.11,21.05,16.27,25.02,131.43,33.127,53.27,211.34,30.83,24.6,0.66,17.09,11.66,394.85,3356.83,1.562,0.4,7,0
2025-12-11 01:00:00,0.4371,9.81,19.92,15.88,23.69,132.914,33.04,47.46,190.93,31.6,19.68,1.07,14.2,8.33,406.5,3602.74,1.542,129.4,7,0
2025-12-11 02:00:00,0.4065,7.14,16.14,12.54,19.62,132.239,32.92,44.36,178.21,30.86,19.14,0.93,14.99,10.37,401.39,3489.0,1.371,21.0,7,0
2025-12-11 03:00:00,0.4432,7.75,18.09,13.95,21.51,132.931,32.462,48.13,197.08,29.53,18.42,0.88,13.52,10.14,432.13,3469.58,1.168,58.3,7,0
2025-12-11 04:00:00,0.4613,5.93,16.96,12.55,21.34,131.96,32.879,50.46,202.53,27.64,25.41,0.8,13.65,8.96,415.9,3502.87,1.807,43.1,7,0
2025-12-11 05:00:00,0.4422,4.98,15.28,11.16,19.19,132.338,32.799,48.23,194.59,28.21,20.29,0.81,14.15,12.99,390.02,3444.96,1.42,15.7,7,0
2025-12-11 06:00:00,0.4996,2.86,15.38,10.37,20.51,132.198,33.065,54.54,218.07,32.59,22.26,1.38,11.22,11.82,382.6,3489.49,1.463,63.9,7,0
2025-12-11 07:00:00,0.5109,2.54,15.51,10.32,20.74,131.588,33.164,56.04,222.34,28.78,21.43,0.89,15.72,11.09,394.17,3576.64,1.645,37.1,7,0
2025-12-11 08:00:00,0.5867,4.06,20.25,13.78,27.36,131.905,33.086,64.2,255.97,26.01,24.45,1.35,15.25,13.02,383.89,3343.89,1.434,4.7,7,0
2025-12-11 09:00:00,0.5842,5.08,21.16,14.72,26.82,131.218,33.333,64.26,252.95,33.53,19.54,1.04,12.03,9.55,393.26,3620.71,1.686,22.6,7,0
2025-12-11 10:00:00,0.5954,4.29,20.86,14.23,25.82,132.326,32.85,64.94,261.59,27.22,17.82,0.66,16.34,10.0,385.6,3532.32,1.452,18.6,7,0
2025-12-11 11:00:00,0.6165,3.7,21.23,14.22,28.22,132.502,32.839,67.16,270.99,30.15,23.75,1.06,17.94,13.69,395.23,3492.11,1.783,12.1,7,0
2025-12-11 12:00:00,0.6364,5.97,24.41,17.04,31.92,132.654,33.274,69.25,276.07,31.52,21.84,0.65,13.69,15.44,395.41,3575.78,1.587,161.9,7,0
2025-12-11 13:00:00,0.6516,9.27,28.42,20.76,36.89,132.44,33.044,71.02,284.63,30.06,20.95,1.18,13.45,13.04,402.35,3530.04,1.424,7.1,7,0
2025-12-11 14:00:00,0.5997,8.24,25.01,18.3,32.15,131.915,32.935,65.62,262.83,22.61,23.11,0.94,17.25,12.72,397.04,3462.54,1.827,5.6,7,0
2025-12-11 15:00:00,0.5885,10.89,27.16,20.65,34.6,133.024,33.487,63.85,253.65,31.22,21.06,1.26,15.83,11.14,386.61,3439.11,1.585,65.1,7,0
2025-12-11 16:00:00,0.637,9.9,28.36,20.98,35.76,132.589,33.153,69.34,277.32,34.03,23.17,1.43,14.75,11.18,418.36,3620.9,1.427,143.5,7,0
2025-12-11 17:00:00,0.5708,11.63,27.12,20.92,32.84,132.916,32.95,61.98,250.02,32.41,20.53,0.48,16.65,12.36,406.19,3382.62,1.274,2.6,7,0
2025-12-11 18:00:00,0.5165,13.09,26.29,21.01,29.72,132.958,32.819,56.07,227.16,23.67,21.84,0.86,15.57,14.08,391.97,3485.19,1.563,3.2,7,0
2025-12-11 19:00:00,0.5464,13.36,27.81,22.03,33.13,131.917,33.35,59.79,236.5,36.43,21.09,0.64,17.88,12.66,386.85,3388.11,1.681,74.0,7,0
2025-12-11 20:00:00,0.5211,12.37,25.76,20.41,29.94,132.256,33.055,56.87,227.56,26.07,19.38,1.65,14.99,13.45,378.13,3539.96,1.519,90.4,7,0
2025-12-11 21:00:00,0.4372,12.16,22.27,18.22,25.69,132.511,33.006,47.62,191.19,26.81,19.62,0.87,15.88,10.64,377.03,3493.18,1.468,19.5,7,0
2025-12-11 22:00:00,0.4693,13.45,24.78,20.25,28.57,131.242,33.179,51.61,204.16,32.39,19.25,0.61,17.22,12.94,415.85,3400.98,1.668,19.8,7,0
2025-12-11 23:00:00,0.4686,12.86,24.16,19.64,28.27,131.256,33.232,51.53,203.52,31.41,20.57,1.67,10.13,11.01,414.26,3431.42,1.524,22.2,7,0
